ID,name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,,full_text,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,deity,SLA_Level,domain,short_description,majorcaster_cost_mult,powercaster_cost_mult,caster_cost_mult,minorcaster_cost_mult,best_spell_cost,material_cost,scroll_cost,potion_cost,wand_cost,URL
1055,Fickle Winds,Transmutation,NULL,air,"cleric 5, druid 5, ranger 3, sorcerer/wizard 5",1 standard action,"V, S",0,NULL,NULL,NULL,"One or more Medium creatures/level, no two of which can be more than 30 ft. apart",1 minute/level (D),1,0,None (see text),Yes,"You create a mobile cylinder of wind encompassing every target of the spell and protecting them as wind wall, but not interfering with them in any way. For example, arrows and bolts fired at the targets are deflected upward and miss, but the targets' own ","<p>You create a mobile cylinder of wind encompassing every target of the spell and protecting them as <i>wind wall</i>, but not interfering with them in any way. For example, arrows and bolts fired at the targets are deflected upward and miss, but the tar",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Fickle Winds</p><div style=`clear: both;`></div></div><div><h5><b>School </b>transmutation [air]; <b>Level </b>cleric 5, druid 5, ranger 3, sorcerer/wizard 5</h5></div><hr/><div",1,1,0,0,0,5,5,5,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,Wind walls selectively block attacks.,45,50,NULL,21,21,NULL,525,1050,15750,http://www.d20pfsrd.com/magic/all-spells/f/fickle-winds
1056,Fleshworm Infestation,Conjuration,Summoning,evil,"cleric 4, inquisitor 4, sorcerer/wizard 4, witch 4",1 standard action,"V, S",0,Touch,NULL,NULL,Creature touched,1 round/level (D),1,0,Fortitude partial (see text),Yes,"With a touch, you cause an infestation of ravenous worms to manifest in the target's flesh. The target must make a Fortitude save every round. Failure means it takes 1d6 hit points of damage and 2 points of Dexterity damage, and is staggered for 1 round. ","<p>With a touch, you cause an infestation of ravenous worms to manifest in the target's flesh. The target must make a Fortitude save every round. Failure means it takes 1d6 hit points of damage and 2 points of Dexterity damage, and is staggered for 1 roun",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Fleshworm Infestation</p><div style=`clear: both;`></div></div><div><h5><b>School </b>conjuration (summoning) [evil]; <b>Level </b>cleric 4, inquisitor 4, sorcerer/wizard 4, wit",1,1,0,0,0,4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,4,NULL,Worms deal hp and Dex damage.,28,32,NULL,40,28,NULL,700,1400,21000,#N/A
1057,Forbid Action,Enchantment,Compulsion,"language-dependent, mind-affecting","cleric 1, inquisitor 1",1 standard action,V,0,Close (25 ft. +5 ft./2 levels),NULL,NULL,One creature,1 round,0,0,Will negates,Yes,"You forbid the target a single course of action, which it avoids to the best of its ability. You may demand the target not take actions that fall into one of the following options. Attack: The target cannot take any action that involves an attack roll, or","<p>You forbid the target a single course of action, which it avoids to the best of its ability. You may demand the target not take actions that fall into one of the following options.</p><p>Attack: The target cannot take any action that involves an attack",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Forbid Action</p><div style=`clear: both;`></div></div><div><h5><b>School </b>enchantment (compulsion) [language-dependent, mind-affecting]; <b>Level </b>cleric 1, inquisitor 1<",1,0,0,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,Target obeys your command to not do something.,1,NULL,NULL,1,1,NULL,25,50,750,http://www.d20pfsrd.com/magic/all-spells/f/forbid-action
1058,"Forbid Action, Greater",Enchantment,Compulsion,"language-dependent, mind-affecting","cleric 5, inquisitor 5",1 standard action,V,0,Close (25 ft. +5 ft./2 levels),NULL,NULL,"One creature/level, no two of which can be more than 30 ft. apart",1 round/level,0,0,Will negates,Yes,"This spell functions as forbid action, except up to one creature per level may be affected. Each creature must receive the same forbidden action.","<p>This spell functions as <i>forbid action</i>, except up to one creature per level may be affected. Each creature must receive the same forbidden action.</p>",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Forbid Action, Greater</p><div style=`clear: both;`></div></div><div><h5><b>School </b>enchantment (compulsion) [language-dependent, mind-affecting]; <b>Level </b>cleric 5, inqu",1,0,0,0,0,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,NULL,"As forbid action, but 1 creature/level.",45,NULL,NULL,65,45,NULL,1125,2250,33750,http://www.d20pfsrd.com/magic/all-spells/f/forbid-action
1059,Force Hook Charge,Evocation,NULL,force,magus 3,1 standard action,"V, S",0,Close (25 feet + 5 feet/2 levels),NULL,NULL,One creature or object within range and you,Instantaneous,0,0,None,Yes,"You create a hook of force that strikes the target and drags you to a space adjacent to it. Make a ranged touch attack against the target; if the touch attack succeeds, the target takes 1 point of force damage per caster level. Whether or not the touch at","<p>You create a hook of force that strikes the target and drags you to a space adjacent to it. Make a ranged touch attack against the target; if the touch attack succeeds, the target takes 1 point of force damage per caster level. Whether or not the touch",Ultimate Magic,<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Force Hook Charge</p><div style=`clear: both;`></div></div><div><h5><b>School </b>evocation [force]; <b>Level </b>magus 3</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,3,NULL,Hook of force drags you to the target.,NULL,NULL,15,NULL,15,NULL,375,750,11250,http://www.d20pfsrd.com/magic/all-spells/f/force-hook-charge
1060,Force Punch,Evocation,NULL,force,"magus 3, sorcerer/wizard 3",1 standard action,"V, S",0,Touch,NULL,NULL,Creature touched,Instantaneous,0,0,Fortitude partial,Yes,This spell charges your hand with telekinetic force. Your successful melee touch attack deals 1d4 points of force damage per level (maximum 10d4) and causes the target to be pushed away from you in a straight line up to 5 feet per two caster levels. For e,<p>This spell charges your hand with telekinetic force. Your successful melee touch attack deals 1d4 points of force damage per level (maximum 10d4) and causes the target to be pushed away from you in a straight line up to 5 feet per two caster levels. Fo,Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Force Punch</p><div style=`clear: both;`></div></div><div><h5><b>School </b>evocation [force]; <b>Level </b>magus 3, sorcerer/wizard 3</h5></div><hr/><div><h5><b>CASTING</b></h5",1,1,0,0,0,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,3,NULL,Target takes 1d4 force damage per level and is pushed away.,15,18,15,NULL,15,NULL,375,750,11250,http://www.d20pfsrd.com/magic/all-spells/f/force-punch
1061,Forced Quiet,Transmutation,NULL,sonic,"bard 1, inquisitor 1, sorcerer/wizard 1, witch 1",1 standard action,S,0,Medium (100 ft. + 10 ft./level),NULL,NULL,One creature,1 round/level,0,0,Will negates,Yes,"With a gesture, you muffle sound around the target, making it unable to yell or otherwise make loud noises. This does not affect spellcasting by the target. The target can still use sonic effects, but the DC of these effects decreases by 2. The target gai","<p>With a gesture, you muffle sound around the target, making it unable to yell or otherwise make loud noises. This does not affect spellcasting by the target. The target can still use sonic effects, but the DC of these effects decreases by 2. The target ",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Forced Quiet</p><div style=`clear: both;`></div></div><div><h5><b>School </b>transmutation [sonic]; <b>Level </b>bard 1, inquisitor 1, sorcerer/wizard 1, witch 1</h5></div><hr/>",0,1,0,0,0,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,Target cannot make loud noises.,1,1,1,1,1,NULL,25,50,750,http://www.d20pfsrd.com/magic/all-spells/f/forced-quiet
1062,Frigid Touch,Evocation,NULL,cold,"druid 2, magus 2, sorcerer/wizard 2",1 standard action,"V, S",0,Touch,NULL,NULL,Creature touched,Instantaneous,0,0,None,Yes,"This spell causes your hand to glow with a pale blue radiance. Your melee touch attack deals 4d6 points of cold damage and causes the target to be staggered for 1 round.  If the attack is a critical hit, the target is staggered for 1 minute instead.","<p>This spell causes your hand to glow with a pale blue radiance. Your melee touch attack deals 4d6 points of cold damage and causes the target to be staggered for 1 round.</p><p>If the attack is a critical hit, the target is staggered for 1 minute instea",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Frigid Touch</p><div style=`clear: both;`></div></div><div><h5><b>School </b>evocation [cold]; <b>Level </b>druid 2, magus 2, sorcerer/wizard 2</h5></div><hr/><div><h5><b>CASTIN",1,1,0,0,0,2,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,Target takes cold damage and is staggered.,6,8,6,NULL,6,NULL,150,300,4500,http://www.d20pfsrd.com/magic/all-spells/f/frigid-touch
1063,Frostbite,Transmutation,NULL,cold,"druid 1, magus 1, witch 1",1 standard action,"V, S",0,Touch,NULL,NULL,Creature touched,Instantaneous,0,0,None,Yes,"Your melee touch attack deals 1d6 points of nonlethal cold damage + 1 point per level, and the target is fatigued. The fatigued condition ends when the target recovers from the nonlethal damage. This spell cannot make a creature exhausted even if it is al","<p>Your melee touch attack deals 1d6 points of nonlethal cold damage + 1 point per level, and the target is fatigued. The fatigued condition ends when the target recovers from the nonlethal damage. This spell cannot make a creature exhausted even if it is",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Frostbite</p><div style=`clear: both;`></div></div><div><h5><b>School </b>transmutation [cold]; <b>Level </b>druid 1, magus 1, witch 1</h5></div><hr/><div><h5><b>CASTING</b></h5",1,1,0,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,NULL,Target takes cold damage and is fatigued.,1,NULL,1,NULL,1,NULL,25,50,750,http://www.d20pfsrd.com/magic/all-spells/f/frostbite
1064,Fumbletongue,Enchantment,Compulsion,mind-affecting,"bard 1, witch 1",1 standard action,"V, S",0,Close (25 ft. +5 ft./2 levels),NULL,NULL,One creature,1d4 rounds,0,0,Will negates,Yes,"This enchantment causes a creature to be unable to speak intelligibly. Any effort the target makes to talk, in any language, comes out as a useless mix of unconnected words and noises. Even magic words are affected to some extent; the target has a 20% spe","<p>This enchantment causes a creature to be unable to speak intelligibly. Any effort the target makes to talk, in any language, comes out as a useless mix of unconnected words and noises. Even magic words are affected to some extent; the target has a 20% ",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Fumbletongue</p><div style=`clear: both;`></div></div><div><h5><b>School </b>enchantment (compulsion) [mind-affecting]; <b>Level </b>bard 1, witch 1</h5></div><hr/><div><h5><b>C",1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,Target cannot speak intelligently.,1,NULL,1,NULL,1,NULL,25,50,750,http://www.d20pfsrd.com/magic/all-spells/f/fumbletongue
1065,Fungal Infestation,Necromancy,NULL,disease,druid 3,1 standard action,"V, S",0,Touch,NULL,NULL,Creature touched,1d3 days,0,0,Fortitude negates,Yes,"You coat the target in necrotic fungus that makes its flesh soft and fragile. Toadstools, ringworm, and other disgusting fungal growths sprout from its skin. The target takes 1d3 points of Charisma damage. Any physical attack against the target automatica","<p>You coat the target in necrotic fungus that makes its flesh soft and fragile. Toadstools, ringworm, and other disgusting fungal growths sprout from its skin. The target takes 1d3 points of Charisma damage. Any physical attack against the target automat",Ultimate Magic,<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Fungal Infestation</p><div style=`clear: both;`></div></div><div><h5><b>School </b>necromancy [disease]; <b>Level </b>druid 3</h5></div><hr/><div><h5><b>CASTING</b></h5></div><h,1,1,0,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,Target takes bleed from attacks.,15,NULL,NULL,NULL,15,NULL,375,750,11250,http://www.d20pfsrd.com/magic/all-spells/f/fungal-infestation
1066,Ghostly Disguise,Illusion,Glamer,NULL,"alchemist 2, bard 2, inquisitor 2, sorcerer/wizard 2, witch 2",1 standard action,"V, S",0,Personal,NULL,NULL,You,10 minute/level (D),1,0,None,No,"You make yourself-including clothing, armor, weapons, and equipment-appear translucent like a ghost. Any mundane or magical disguise on you is affected by this illusion as well; for example, if you are disguised as the king or a sahuagin, you look like a ","<p>You make yourself-including clothing, armor, weapons, and equipment-appear translucent like a ghost. Any mundane or magical disguise on you is affected by this illusion as well; for example, if you are disguised as the king or a sahuagin, you look like",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Ghostly Disguise</p><div style=`clear: both;`></div></div><div><h5><b>School </b>illusion (glamer); <b>Level </b>alchemist 2, bard 2, inquisitor 2, sorcerer/wizard 2, witch 2</h",1,1,0,0,0,2,2,NULL,NULL,NULL,2,NULL,2,NULL,2,2,NULL,NULL,NULL,NULL,2,NULL,You look like a ghost of yourself.,6,8,6,8,6,NULL,150,300,4500,http://www.d20pfsrd.com/magic/all-spells/g/ghostly-disguise
1067,Haunting Choir,Necromancy,NULL,"mind-affecting, pain",bard 3,1 standard action,"V, S",0,Close (25 ft. + 5 ft./2 levels),30-ft.-radius emanation,NULL,NULL,Concentration + 2 rounds,0,0,Will negates,Yes,"You create a spectral choir and conduct its tortured, ghostly moans, deluding listeners into believing they are suffering the torments of the dead.  The transparent singers occupy a 10-foot cube, but they are intangible and do not interfere with creatures","<p>You create a spectral choir and conduct its tortured, ghostly moans, deluding listeners into believing they are suffering the torments of the dead.</p><p>The transparent singers occupy a 10-foot cube, but they are intangible and do not interfere with c",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Haunting Choir</p><div style=`clear: both;`></div></div><div><h5><b>School </b>necromancy [mind-affecting, pain]; <b>Level </b>bard 3</h5></div><hr/><div><h5><b>CASTING</b></h5>",1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,Spirits cause wracking pain to listeners.,NULL,NULL,15,NULL,15,NULL,375,750,11250,http://www.d20pfsrd.com/magic/all-spells/h/haunting-choir
1068,Haunting Mists,Illusion,Figment,"fear, shadow","bard 2, sorcerer/wizard 2, witch 2",1 standard action,"V, S",0,20 ft.,NULL,"Cloud spreads in 20-ft. radius, 20 ft. high",NULL,1 minute/level (D),1,0,Will partial (see text),No,"An illusion of misty vapor inhabited by shadowy shapes arises around you. It is stationary. The illusory mist obscures all sight, including darkvision, beyond 5 feet. A creature 5 feet away has concealment (attacks have a 20% miss chance).  Creatures fart","<p>An illusion of misty vapor inhabited by shadowy shapes arises around you. It is stationary. The illusory mist obscures all sight, including darkvision, beyond 5 feet. A creature 5 feet away has concealment (attacks have a 20% miss chance).</p><p>Creatu",Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Haunting Mists</p><div style=`clear: both;`></div></div><div><h5><b>School </b>illusion (figment) [fear, shadow]; <b>Level </b>bard 2, sorcerer/wizard 2, witch 2</h5></div><hr/>",1,1,0,0,0,2,2,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2,NULL,Creatures are shaken and take Wis damage.,6,8,6,NULL,6,NULL,150,300,4500,http://www.d20pfsrd.com/magic/all-spells/h/haunting-mists
1069,Hex Ward,Abjuration,NULL,NULL,"inquisitor 1, witch 1",1 standard action,"V, S",0,Touch,NULL,NULL,Creature touched,1 hour/level,0,0,Will negates (harmless),Yes (harmless),You give the target a +4 resistance bonus on saving throws against witch hexes.,<p>You give the target a +4 resistance bonus on saving throws against witch hexes.</p>,Ultimate Magic,"<link rel=`stylesheet`href=`PF.css`><div class=`heading`><p class=`alignleft`>Hex Ward</p><div style=`clear: both;`></div></div><div><h5><b>School </b>abjuration; <b>Level </b>inquisitor 1, witch 1</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><di",1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,Target gains +4 on saves against witch hexes.,1,NULL,NULL,1,1,NULL,25,50,750,http://www.d20pfsrd.com/magic/all-spells/h/hex-ward
